# Version 1.5
# Software: Microsoft Windows Firewall
# Time: 2026-04-04 09:30:00
# Fields: date time action protocol src-ip dest-ip src-port dest-port size tcpflags tcpsyn tcpack tcpwin icmptype icmpcode info path
2026-04-04 10:29:45 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:29:47 DROP UDP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:29:49 ALLOW TCP 192.168.1.10 157.240.22.35 123 123 - - - - - - - - - -
2026-04-04 10:29:51 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:29:53 DROP TCP 192.168.1.101 192.168.1.10 53 3389 - - - - - - - - - -
2026-04-04 10:29:55 DROP UDP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:29:57 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:29:58 DROP TCP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:30:00 DROP UDP 185.220.101.47 192.168.1.1 - 5060 - - - - - - - - - -
2026-04-04 10:30:02 ALLOW TCP 192.168.1.10 157.240.22.35 22 3389 - - - - - - - - - -
2026-04-04 10:30:05 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:30:07 ALLOW TCP 192.168.1.10 172.217.160.78 22 5060 - - - - - - - - - -
2026-04-04 10:30:09 DROP UDP 192.168.1.100 192.168.1.10 5060 67 - - - - - - - - - -
2026-04-04 10:30:11 DROP UDP 192.168.1.101 192.168.1.1 123 53 - - - - - - - - - -
2026-04-04 10:30:13 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:30:14 ALLOW TCP 192.168.1.10 157.240.22.35 123 22 - - - - - - - - - -
2026-04-04 10:30:17 DROP TCP 192.168.1.100 192.168.1.1 23 53 - - - - - - - - - -
2026-04-04 10:30:20 ALLOW TCP 192.168.1.10 172.217.160.78 5060 123 - - - - - - - - - -
2026-04-04 10:30:21 DROP UDP 43.241.131.38 192.168.1.1 - 53 - - - - - - - - - -
2026-04-04 10:30:23 DROP UDP 185.220.101.47 192.168.1.10 - 67 - - - - - - - - - -
2026-04-04 10:30:24 ALLOW UDP 192.168.1.1 172.217.160.78 67 123 - - - - - - - - - -
2026-04-04 10:30:26 DROP UDP 185.220.101.47 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:30:28 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:30:31 ALLOW UDP 192.168.1.10 151.101.1.69 67 67 - - - - - - - - - -
2026-04-04 10:30:34 DROP TCP 43.241.131.38 192.168.1.1 - 1433 - - - - - - - - - -
2026-04-04 10:30:36 DROP TCP 185.220.101.47 192.168.1.1 - 22 - - - - - - - - - -
2026-04-04 10:30:38 DROP UDP 185.220.101.47 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:30:41 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:30:42 DROP UDP 185.220.101.47 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:30:44 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:30:45 ALLOW TCP 192.168.1.1 8.8.4.4 8080 80 - - - - - - - - - -
2026-04-04 10:30:46 DROP UDP 192.168.1.101 192.168.1.1 123 123 - - - - - - - - - -
2026-04-04 10:30:49 DROP TCP 192.168.1.101 192.168.1.1 445 443 - - - - - - - - - -
2026-04-04 10:30:52 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:30:55 ALLOW UDP 192.168.1.10 172.217.160.78 5060 5060 - - - - - - - - - -
2026-04-04 10:30:57 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:30:58 DROP TCP 185.220.101.47 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:30:59 ALLOW ICMP 192.168.1.10 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:31:01 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:31:03 ALLOW UDP 192.168.1.10 172.217.160.78 53 67 - - - - - - - - - -
2026-04-04 10:31:04 DROP TCP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:31:07 DROP TCP 192.168.1.101 192.168.1.10 443 8080 - - - - - - - - - -
2026-04-04 10:31:09 DROP UDP 192.168.1.100 192.168.1.1 53 123 - - - - - - - - - -
2026-04-04 10:31:12 DROP TCP 192.168.1.101 192.168.1.1 443 22 - - - - - - - - - -
2026-04-04 10:31:15 DROP UDP 43.241.131.38 192.168.1.1 - 5060 - - - - - - - - - -
2026-04-04 10:31:16 DROP UDP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:31:19 DROP TCP 192.168.1.101 192.168.1.1 80 53 - - - - - - - - - -
2026-04-04 10:31:21 DROP TCP 192.168.1.101 192.168.1.1 80 53 - - - - - - - - - -
2026-04-04 10:31:23 DROP TCP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:31:25 ALLOW TCP 192.168.1.10 52.94.236.248 53 80 - - - - - - - - - -
2026-04-04 10:31:27 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:31:28 ALLOW UDP 192.168.1.1 151.101.1.69 123 67 - - - - - - - - - -
2026-04-04 10:31:29 DROP TCP 185.220.101.47 192.168.1.10 - 1433 - - - - - - - - - -
2026-04-04 10:31:32 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:31:33 ALLOW TCP 192.168.1.1 8.8.4.4 123 53 - - - - - - - - - -
2026-04-04 10:31:35 DROP UDP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:31:38 DROP UDP 192.168.1.100 192.168.1.1 5060 67 - - - - - - - - - -
2026-04-04 10:31:40 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:31:43 DROP TCP 192.168.1.100 192.168.1.1 23 22 - - - - - - - - - -
2026-04-04 10:31:46 ALLOW TCP 192.168.1.1 8.8.4.4 123 1433 - - - - - - - - - -
2026-04-04 10:31:47 DROP TCP 185.220.101.47 192.168.1.1 - 5060 - - - - - - - - - -
2026-04-04 10:31:50 DROP UDP 185.220.101.47 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:31:52 DROP TCP 185.220.101.47 192.168.1.1 - 443 - - - - - - - - - -
2026-04-04 10:31:53 DROP UDP 185.220.101.47 192.168.1.1 - 53 - - - - - - - - - -
2026-04-04 10:31:56 DROP TCP 192.168.1.100 192.168.1.1 5060 53 - - - - - - - - - -
2026-04-04 10:31:57 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:32:00 DROP UDP 192.168.1.100 192.168.1.10 5060 123 - - - - - - - - - -
2026-04-04 10:32:01 DROP TCP 43.241.131.38 192.168.1.1 - 3389 - - - - - - - - - -
2026-04-04 10:32:03 DROP UDP 192.168.1.101 192.168.1.10 67 5060 - - - - - - - - - -
2026-04-04 10:32:05 DROP UDP 43.241.131.38 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:32:06 ALLOW UDP 192.168.1.10 157.240.22.35 5060 67 - - - - - - - - - -
2026-04-04 10:32:08 DROP UDP 192.168.1.100 192.168.1.10 5060 53 - - - - - - - - - -
2026-04-04 10:32:10 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:32:11 ALLOW UDP 192.168.1.1 151.101.1.69 123 5060 - - - - - - - - - -
2026-04-04 10:32:13 ALLOW ICMP 192.168.1.1 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:32:15 DROP TCP 192.168.1.101 192.168.1.1 80 443 - - - - - - - - - -
2026-04-04 10:32:17 DROP TCP 43.241.131.38 192.168.1.1 - 443 - - - - - - - - - -
2026-04-04 10:32:19 DROP UDP 192.168.1.100 192.168.1.10 53 123 - - - - - - - - - -
2026-04-04 10:32:21 DROP UDP 43.241.131.38 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:32:22 DROP UDP 43.241.131.38 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:32:24 DROP TCP 43.241.131.38 192.168.1.10 - 3389 - - - - - - - - - -
2026-04-04 10:32:25 DROP UDP 185.220.101.47 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:32:28 ALLOW UDP 192.168.1.1 157.240.22.35 123 53 - - - - - - - - - -
2026-04-04 10:32:30 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:32:31 DROP UDP 192.168.1.100 192.168.1.10 123 5060 - - - - - - - - - -
2026-04-04 10:32:33 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:32:35 DROP UDP 185.220.101.47 192.168.1.10 - 67 - - - - - - - - - -
2026-04-04 10:32:37 DROP TCP 192.168.1.101 192.168.1.1 8080 8080 - - - - - - - - - -
2026-04-04 10:32:38 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:32:40 ALLOW TCP 192.168.1.1 157.240.22.35 8080 80 - - - - - - - - - -
2026-04-04 10:32:42 DROP TCP 192.168.1.101 192.168.1.10 22 8080 - - - - - - - - - -
2026-04-04 10:32:45 DROP TCP 192.168.1.101 192.168.1.1 53 443 - - - - - - - - - -
2026-04-04 10:32:48 ALLOW UDP 192.168.1.1 172.217.160.78 5060 123 - - - - - - - - - -
2026-04-04 10:32:49 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:32:51 DROP UDP 192.168.1.100 192.168.1.1 67 5060 - - - - - - - - - -
2026-04-04 10:32:52 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:32:54 DROP UDP 43.241.131.38 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:32:55 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:32:58 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:33:00 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:33:02 ALLOW ICMP 192.168.1.10 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:33:05 ALLOW ICMP 192.168.1.10 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:33:07 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:33:10 DROP UDP 192.168.1.100 192.168.1.10 5060 5060 - - - - - - - - - -
2026-04-04 10:33:13 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:33:14 DROP TCP 43.241.131.38 192.168.1.1 - 445 - - - - - - - - - -
2026-04-04 10:33:16 DROP UDP 192.168.1.101 192.168.1.1 53 53 - - - - - - - - - -
2026-04-04 10:33:17 ALLOW UDP 192.168.1.10 8.8.4.4 123 67 - - - - - - - - - -
2026-04-04 10:33:19 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:33:20 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:33:22 ALLOW ICMP 192.168.1.10 157.240.22.35 - - - - - - - - - 8 0 -
2026-04-04 10:33:23 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:33:25 DROP TCP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:33:28 ALLOW UDP 192.168.1.1 8.8.4.4 5060 67 - - - - - - - - - -
2026-04-04 10:33:30 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:33:31 DROP TCP 192.168.1.100 192.168.1.1 23 53 - - - - - - - - - -
2026-04-04 10:33:32 ALLOW TCP 192.168.1.1 172.217.160.78 1433 123 - - - - - - - - - -
2026-04-04 10:33:33 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:33:36 DROP TCP 192.168.1.100 192.168.1.1 23 80 - - - - - - - - - -
2026-04-04 10:33:38 ALLOW TCP 192.168.1.10 172.217.160.78 53 1433 - - - - - - - - - -
2026-04-04 10:33:41 DROP TCP 43.241.131.38 192.168.1.1 - 8080 - - - - - - - - - -
2026-04-04 10:33:42 DROP TCP 185.220.101.47 192.168.1.1 - 80 - - - - - - - - - -
2026-04-04 10:33:44 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:33:46 DROP UDP 43.241.131.38 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:33:48 DROP UDP 43.241.131.38 192.168.1.1 - 53 - - - - - - - - - -
2026-04-04 10:33:50 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:33:51 DROP TCP 185.220.101.47 192.168.1.10 - 1433 - - - - - - - - - -
2026-04-04 10:33:53 ALLOW UDP 192.168.1.1 151.101.1.69 67 53 - - - - - - - - - -
2026-04-04 10:33:55 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:33:56 ALLOW ICMP 192.168.1.1 157.240.22.35 - - - - - - - - - 8 0 -
2026-04-04 10:33:59 ALLOW TCP 192.168.1.1 151.101.1.69 445 8080 - - - - - - - - - -
2026-04-04 10:34:01 ALLOW UDP 192.168.1.10 172.217.160.78 123 5060 - - - - - - - - - -
2026-04-04 10:34:04 DROP TCP 192.168.1.100 192.168.1.10 443 53 - - - - - - - - - -
2026-04-04 10:34:06 ALLOW ICMP 192.168.1.1 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:34:07 DROP UDP 43.241.131.38 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:34:08 DROP UDP 192.168.1.101 192.168.1.10 123 5060 - - - - - - - - - -
2026-04-04 10:34:10 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:34:12 ALLOW UDP 192.168.1.1 8.8.8.8 53 123 - - - - - - - - - -
2026-04-04 10:34:13 DROP UDP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:34:15 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:34:17 DROP TCP 192.168.1.100 192.168.1.10 8080 22 - - - - - - - - - -
2026-04-04 10:34:20 DROP UDP 192.168.1.101 192.168.1.10 67 53 - - - - - - - - - -
2026-04-04 10:34:21 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:34:23 DROP TCP 43.241.131.38 192.168.1.1 - 22 - - - - - - - - - -
2026-04-04 10:34:25 DROP UDP 43.241.131.38 192.168.1.10 - 67 - - - - - - - - - -
2026-04-04 10:34:27 DROP UDP 43.241.131.38 192.168.1.10 - 67 - - - - - - - - - -
2026-04-04 10:34:30 DROP TCP 192.168.1.100 192.168.1.10 1433 23 - - - - - - - - - -
2026-04-04 10:34:33 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:34:34 DROP TCP 192.168.1.100 192.168.1.10 5060 1433 - - - - - - - - - -
2026-04-04 10:34:37 ALLOW UDP 192.168.1.10 52.94.236.248 5060 67 - - - - - - - - - -
2026-04-04 10:34:38 ALLOW ICMP 192.168.1.10 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:34:41 DROP UDP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:34:42 DROP TCP 185.220.101.47 192.168.1.10 - 22 - - - - - - - - - -
2026-04-04 10:34:45 DROP UDP 192.168.1.100 192.168.1.10 53 67 - - - - - - - - - -
2026-04-04 10:34:47 ALLOW ICMP 192.168.1.10 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:34:50 ALLOW ICMP 192.168.1.1 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:34:52 DROP TCP 192.168.1.100 192.168.1.1 445 22 - - - - - - - - - -
2026-04-04 10:34:54 DROP UDP 43.241.131.38 192.168.1.1 - 53 - - - - - - - - - -
2026-04-04 10:34:56 ALLOW ICMP 192.168.1.1 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:34:58 ALLOW TCP 192.168.1.10 172.217.160.78 8080 22 - - - - - - - - - -
2026-04-04 10:35:00 ALLOW UDP 192.168.1.1 8.8.4.4 53 123 - - - - - - - - - -
2026-04-04 10:35:01 DROP TCP 192.168.1.101 192.168.1.1 53 22 - - - - - - - - - -
2026-04-04 10:35:03 DROP UDP 192.168.1.101 192.168.1.10 5060 67 - - - - - - - - - -
2026-04-04 10:35:05 DROP UDP 192.168.1.100 192.168.1.10 123 5060 - - - - - - - - - -
2026-04-04 10:35:08 ALLOW UDP 192.168.1.10 8.8.4.4 5060 67 - - - - - - - - - -
2026-04-04 10:35:09 ALLOW UDP 192.168.1.1 8.8.8.8 53 53 - - - - - - - - - -
2026-04-04 10:35:11 ALLOW ICMP 192.168.1.10 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:35:14 DROP UDP 43.241.131.38 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:35:15 DROP UDP 43.241.131.38 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:35:18 DROP UDP 192.168.1.100 192.168.1.1 53 123 - - - - - - - - - -
2026-04-04 10:35:21 DROP TCP 192.168.1.101 192.168.1.1 445 80 - - - - - - - - - -
2026-04-04 10:35:23 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:35:25 DROP UDP 192.168.1.100 192.168.1.10 67 123 - - - - - - - - - -
2026-04-04 10:35:28 DROP TCP 192.168.1.101 192.168.1.1 123 445 - - - - - - - - - -
2026-04-04 10:35:29 DROP UDP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:35:32 DROP TCP 185.220.101.47 192.168.1.10 - 3389 - - - - - - - - - -
2026-04-04 10:35:34 DROP TCP 185.220.101.47 192.168.1.1 - 445 - - - - - - - - - -
2026-04-04 10:35:36 DROP TCP 185.220.101.47 192.168.1.10 - 80 - - - - - - - - - -
2026-04-04 10:35:38 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:35:40 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:35:41 DROP TCP 192.168.1.100 192.168.1.1 123 53 - - - - - - - - - -
2026-04-04 10:35:43 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:35:44 DROP UDP 185.220.101.47 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:35:45 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:35:47 DROP UDP 192.168.1.100 192.168.1.10 5060 67 - - - - - - - - - -
2026-04-04 10:35:48 DROP TCP 185.220.101.47 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:35:51 ALLOW UDP 192.168.1.10 172.217.160.78 5060 67 - - - - - - - - - -
2026-04-04 10:35:52 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:35:54 ALLOW ICMP 192.168.1.10 157.240.22.35 - - - - - - - - - 8 0 -
2026-04-04 10:35:56 ALLOW UDP 192.168.1.1 8.8.4.4 123 67 - - - - - - - - - -
2026-04-04 10:35:58 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:36:01 ALLOW ICMP 192.168.1.1 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:36:02 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:36:04 ALLOW TCP 192.168.1.10 8.8.8.8 445 8080 - - - - - - - - - -
2026-04-04 10:36:06 DROP UDP 192.168.1.101 192.168.1.1 53 53 - - - - - - - - - -
2026-04-04 10:36:09 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:36:10 DROP TCP 185.220.101.47 192.168.1.1 - 3389 - - - - - - - - - -
2026-04-04 10:36:12 DROP UDP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:36:13 ALLOW UDP 192.168.1.1 8.8.8.8 123 123 - - - - - - - - - -
2026-04-04 10:36:16 ALLOW UDP 192.168.1.1 52.94.236.248 123 123 - - - - - - - - - -
2026-04-04 10:36:17 DROP TCP 192.168.1.100 192.168.1.10 8080 123 - - - - - - - - - -
2026-04-04 10:36:19 ALLOW UDP 192.168.1.1 52.94.236.248 123 5060 - - - - - - - - - -
2026-04-04 10:36:20 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:36:23 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:36:24 DROP TCP 43.241.131.38 192.168.1.1 - 3389 - - - - - - - - - -
2026-04-04 10:36:27 DROP TCP 43.241.131.38 192.168.1.1 - 445 - - - - - - - - - -
2026-04-04 10:36:29 ALLOW TCP 192.168.1.1 52.94.236.248 22 1433 - - - - - - - - - -
2026-04-04 10:36:32 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:36:34 ALLOW TCP 192.168.1.1 172.217.160.78 123 1433 - - - - - - - - - -
2026-04-04 10:36:35 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:36:37 ALLOW ICMP 192.168.1.10 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:36:40 ALLOW UDP 192.168.1.1 157.240.22.35 123 53 - - - - - - - - - -
2026-04-04 10:36:43 ALLOW UDP 192.168.1.10 52.94.236.248 5060 53 - - - - - - - - - -
2026-04-04 10:36:45 DROP TCP 192.168.1.101 192.168.1.1 22 22 - - - - - - - - - -
2026-04-04 10:36:47 ALLOW TCP 192.168.1.1 172.217.160.78 8080 3389 - - - - - - - - - -
2026-04-04 10:36:49 ALLOW UDP 192.168.1.10 52.94.236.248 123 5060 - - - - - - - - - -
2026-04-04 10:36:52 DROP TCP 192.168.1.100 192.168.1.1 443 23 - - - - - - - - - -
2026-04-04 10:36:53 DROP TCP 192.168.1.101 192.168.1.10 23 80 - - - - - - - - - -
2026-04-04 10:36:56 ALLOW UDP 192.168.1.1 172.217.160.78 123 67 - - - - - - - - - -
2026-04-04 10:36:57 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:37:00 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:37:02 ALLOW TCP 192.168.1.10 151.101.1.69 1433 3389 - - - - - - - - - -
2026-04-04 10:37:04 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:37:05 ALLOW UDP 192.168.1.1 157.240.22.35 123 53 - - - - - - - - - -
2026-04-04 10:37:08 DROP UDP 43.241.131.38 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:37:09 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:37:11 DROP TCP 185.220.101.47 192.168.1.10 - 1433 - - - - - - - - - -
2026-04-04 10:37:13 DROP UDP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:37:14 ALLOW UDP 192.168.1.1 8.8.4.4 5060 5060 - - - - - - - - - -
2026-04-04 10:37:16 DROP TCP 43.241.131.38 192.168.1.1 - 53 - - - - - - - - - -
2026-04-04 10:37:18 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:37:20 DROP UDP 192.168.1.101 192.168.1.1 67 67 - - - - - - - - - -
2026-04-04 10:37:22 ALLOW TCP 192.168.1.10 172.217.160.78 443 5060 - - - - - - - - - -
2026-04-04 10:37:25 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:37:27 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:37:28 DROP UDP 192.168.1.101 192.168.1.1 5060 67 - - - - - - - - - -
2026-04-04 10:37:30 DROP TCP 192.168.1.101 192.168.1.10 3389 23 - - - - - - - - - -
2026-04-04 10:37:32 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:37:33 DROP TCP 185.220.101.47 192.168.1.1 - 22 - - - - - - - - - -
2026-04-04 10:37:35 DROP TCP 192.168.1.100 192.168.1.1 123 5060 - - - - - - - - - -
2026-04-04 10:37:37 ALLOW ICMP 192.168.1.10 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:37:38 ALLOW TCP 192.168.1.1 172.217.160.78 123 445 - - - - - - - - - -
2026-04-04 10:37:41 DROP TCP 192.168.1.101 192.168.1.10 443 443 - - - - - - - - - -
2026-04-04 10:37:42 DROP UDP 43.241.131.38 192.168.1.1 - 53 - - - - - - - - - -
2026-04-04 10:37:45 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:37:48 DROP TCP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:37:51 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:37:52 ALLOW TCP 192.168.1.1 157.240.22.35 443 80 - - - - - - - - - -
2026-04-04 10:37:56 ALLOW UDP 192.168.1.10 8.8.8.8 5060 53 - - - - - - - - - -
2026-04-04 10:37:58 ALLOW TCP 192.168.1.10 8.8.4.4 1433 443 - - - - - - - - - -
2026-04-04 10:38:00 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:38:02 DROP TCP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:38:06 DROP TCP 185.220.101.47 192.168.1.10 - 445 - - - - - - - - - -
2026-04-04 10:38:12 DROP TCP 185.220.101.47 192.168.1.1 - 1433 - - - - - - - - - -
2026-04-04 10:38:17 DROP UDP 185.220.101.47 192.168.1.1 - 5060 - - - - - - - - - -
2026-04-04 10:38:18 DROP UDP 192.168.1.100 192.168.1.10 5060 5060 - - - - - - - - - -
2026-04-04 10:38:21 DROP TCP 192.168.1.101 192.168.1.1 3389 445 - - - - - - - - - -
2026-04-04 10:38:24 DROP TCP 192.168.1.101 192.168.1.1 23 123 - - - - - - - - - -
2026-04-04 10:38:26 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:38:28 ALLOW TCP 192.168.1.10 157.240.22.35 53 53 - - - - - - - - - -
2026-04-04 10:38:30 ALLOW TCP 192.168.1.1 52.94.236.248 443 8080 - - - - - - - - - -
2026-04-04 10:38:32 ALLOW ICMP 192.168.1.10 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:38:34 DROP UDP 185.220.101.47 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:38:35 DROP TCP 185.220.101.47 192.168.1.1 - 23 - - - - - - - - - -
